web-scraper-order,url,url-href,title,content,up_button,down_button,rating
1702130712-99,胜者为王,https://movie.douban.com/review/15605562/,胜者为王,《新闻女王》，来到 20 集，虽然当中难免尴尬起伏，倒也不失港剧应有之风味。在狗咬人的世界要想成为女王，首先得对自己狠一点，敢对自己下死手，就敢对别人下杀手，Man 姐、华姐、家妍、晓薇、诗晴、芷瑶，无不如此。你自然可以称之为野心、执念、私欲、贪妄，凡此种种，当它们藉由自己的尸体开放出狂狷的彼岸之花，诱捕的都是冤家，迷乱的皆是对头，铲除的尽是敌手。用俗话来讲就是，老娘跟你拼了。这一拼，誓不低头，这一拼，倾其所有。倘若放下是非，罔论曲直，女王之间的明枪暗箭，不是佐治那种拼多多式的阴谋秘计，不是飞爷那种躲猫猫式的作梗使绊，不是方太那种过家家式的垂帘听政，你看到的是潜行狙击、义不容情，你看到的是冲上云霄、烈火雄心，其间的倔强跟能量，渲染出来的是老港剧一贯强调的人的一面，而非全然为谋，全然在斗。在一个“有钱就是大噻”的时代，没了倔强跟能量，所谓是非曲直，终究不过湮灭无闻。回归新闻的角度，无非流量万能，抑或真相至上，女王们总在流量与真相的权斗中支撑周旋。Man 姐要的是掌控真相，驾驭流量，家妍要的是揭露真相，斩获流量，晓薇要的是选择真相，博取流量，诗晴要的是演绎真相，炮制流量，当然，编剧让她正在逆向称王的时候突然转体一百八，貌似准备开始监督真相，平衡流量了。至于方太，极目犹龙骄马，惯看秋月春风，自然要的是利用真相，享受流量。主菜品相尚好，可惜几味作料加得过头，多少有些倒胃口的说。也没有别的意思，若改让棠夫人演方太，九爷演华姐，四娘演家妍，玉莹演晓薇，画面极度奢侈。我最中意的一段是精辟的三分之一理论————任何一家公司，有三分之一的人做事，三分之一的人不做事，三分之一的人妨碍别人做事。这段话的趣味在于，其实每个人都有机会成为每个三分之一里的一份子，并且经常轮换，随时更新，只不过你蒙在鼓里，自以为是罢了。,0,0,4
1702130725-100,宫心计套进现代职场剧，不伦不类,https://movie.douban.com/review/15605873/,宫心计套进现代职场剧，不伦不类,"港剧确实有港剧的优点，里面所有人看起来都是在正经上班的样子。有职场上的小心机，派系争斗，随机插入一些力挽狂澜，树立职场形象的事件，剧情安排也可以说得上是跌宕起伏，颇有悬念。但是，但是，以上种种在现代发生的职场戏，包裹的内核却是无效内卷和宫斗剧情，所谓的格局小了。看剧的时候我无数次想问，到底给了多少工资这些人这么全情投入在 SNK 上（nei）班（dou）。派系斗争，双面间谍，你死我活，这些剧情放在古装宫廷剧都很合理，因为只有一个皇帝，一个朝廷可以让你上班，但是它不应该出现在现代职场剧里。党争只有你死我活，皇帝需要集权需要平衡朝堂势力，所以没有矛盾也要制造矛盾，发动大臣斗大臣，群众斗群众。可是一个香港现代职场剧还是把宫斗剧那一套内核搬过来就很奇怪了，故事时间背景还是设定在 2022 年。2022 年，香港通网了吧？Ins, youtube 这些自媒体平台渠道哪个不比电视新闻受众更广，影响力更大？我不懂为什么所有人都要吊死在 SNK 这个过气电视公司里做新闻？把这部剧的角色和宫斗剧一换，什么东西都会立马合理了。方太就是皇帝、飞爷就是贴身内侍 / 司礼秉笔太监，代替皇帝掌控平衡群臣、文是有手腕有实力的改革派领袖、梁是曾经的文的学生，后来在飞爷挑拨下与文反目成仇自成一派，张是清流，只干实事不涉党争，后来替文背锅被发配边缘部门。后来出现的华姐则是已经致仕又被请回来的老臣……这么一比感觉一切事情都合理了起来。所有人都钻在这个 SNK 小小的地方搞内斗，没有一个人想要离开，这个班真的不上也罢。我代入那些坐在大堂格子间的小职员，天天打工，加班，出外景就算了，还要站队陪领导演戏，一个不小心还没有奖金可以拿。这个班真的一定要上吗？",1,0,3
1702130737-101,张家研才是一个真正的利己主义者,https://movie.douban.com/review/15606084/,张家研才是一个真正的利己主义者,21 集开始偷捡别人手机不归还，失主朋友打电话不回，偷抢别人新闻了，真厉害！——————别人争的是地位、金钱，张争的是内心的自我满足。为了让自己满足，可以去偷看律师男友的私密邮件，这个行为完全可以害别人丢了工作，甚至名声一败涂地，影响一辈子。但是张毫不犹豫就这么做了。为了自己内心的满足，她还可以不顾多年的感情，冷血地直接分手。为了自己内心的满足，也可以不顾别人餐厅老板家庭的实际情况，指责别人回归家庭。为了自己内心的满足，甚至对于政府改善公共空间一事而崩溃，就因为这个地方是她曾经的回忆可见，张家研是一个彻头彻尾的，自私的利己主义者，不会站在别人的角度考虑，没有同理心。只不过她追求的是自我满足，隐藏的比较深罢了。,6,1,
1702130750-102,还是喜欢张家妍,https://movie.douban.com/review/15607042/,还是喜欢张家妍,新闻女王第 20 集，张家妍发现自己熟悉的人和事都变了，崩溃，看到浑身颤抖。烧掉所有毕业证书，和未婚夫分手，那一段是目前 20 集里为止我最喜欢的，演技超赞。以前看到家附近熟悉的银行搬迁，也是这种感觉，从来没想过会变的，变了。剧里她问冰室老板，为何只有她自己一人坚持，真的想哭。熟悉的环境、人、事都变了，我们该坚持什么，我们又要坚持什么,1,0,5
1702130762-103,新闻女王片头文字集合,https://movie.douban.com/review/15607360/,新闻女王片头文字集合,新闻女王片头文字集合，每集开始的文字都很扣这部剧的主体中心思想。很喜欢所以每集开始都截屏下来，做成合集，持续更新。个人最最喜欢：“真实有很多不同的版本，新闻没有能力记录所有，只能聚焦某一处，塑造出选择性的真实。”——你看到的东西或许都是他们想让你去看到的，真相需要自己去寻找实践。新闻女王  (2023)8.02023 / 中国香港 中国大陆 / 剧情 / 陈海斌 姜振杰 / 佘诗曼 马国明,0,0,4
1702130774-104,张的转变太突兀。,https://movie.douban.com/review/15608971/,张的转变太突兀。,我回想了一下前 21 集的内容，实在没想出她到底受了多大委屈，从 22 集的所做所为来看，她妹她妈应该走了一个，并且很可能与同事有关，回来报仇的。不然我想不出有什么深仇大恨至于你这么做，我更想不明白的你一个高知，非得在一个树上吊死，家庭条件好，有学历有能力，怎么失去这份工作，就找不到别的了。,0,0,1
1702130786-105,以为是伦理剧，结果是职场剧,https://movie.douban.com/review/15578362/,以为是伦理剧，结果是职场剧,开始以为是像那些医疗剧一样，通过一个一个的小故事，反映当下的人情冷暖，结果不是，这是一部活生生的职场剧！！剧中细节也是满满的，和方太打麻将那集，很明显方太在试探，可是文心毫不留情的就糊了，就知道后面方太要整她了！！无论文心，乔治，还是总监，都犯了一个错误，就是自以为是，功高盖主。方太说的三个选择，可不是多一个主播选择，而是期望文心，乔治，和总监能形成三角关系，互相制衡，总监自以为是，把自己摘出去，期望踢走文心，培养一个傀儡乔治，就能一言堂了，所以方太才会骂他蠢！！剧中太多职场的影射，太现实了！！,0,0,
1702130799-106,从此职场爽文大女王们都有了脸,https://movie.douban.com/review/15579847/,从此职场爽文大女王们都有了脸,剧情走到 12 集，像飙车在一条无人公路，不经过服务区是不容许尿点的；是职场剧，更是爽剧，台词精准犀利，场景高能迭起，所以《新闻女王》。不同于内地剧女性角色还在爱情家庭绕指柔，TVB 的“女王们”已经踩着女性主义的东风，迈出六亲不认的巾帼步伐，呈现了复杂多色的女性群像。她们也有强干的能力，也有汹涌的欲望，也有蓬勃的野心，在传统的男性战场正面迎战，新闻理想要有，职场伦理活用，也会错走断头路，也能跌倒又爬起。有人说这部剧表面是职场剧，内核是宫斗魂。但不一样。宫斗剧囿于年代设定，后宫斗破了天也不能参政议政否则就是干政，但立足当代，当职场大门即便只是表面上向两性平等开放，也有非要在荆棘丛里走出花路的大女王们。她们不是扯头花雌竞，她们没有软骨头献媚，她们是真的在各凭本事的专业职场世界里拼杀。教科书级别 PMF，引爆影视剧市场电视剧作为内容产品，爆款关键也离不开产品成功公式——产品市场匹配（Product Market Fit）。众所周知，电视剧自面世以来，一向是以女性观众为主。随着时代发展，越来越多的女性走出家庭、走上社会，以至“肥皂剧”之名都逐渐蒙尘无人使用，新时代的女性观众需要全新的女性叙事。而女性的职场升级之路，无疑是切中卖点的。口碑大爆，必然是影视创作与观众审美的双向奔赴，匹配才是爆款逻辑。另外，在全球经济进入低迷周期的大背景下，普通打工人的社畜日常只会愈发压抑难解，悲观、或者说平静的绝望，成为一种弥散的社会情绪。新闻体裁职场剧不但可以融入镜像的现实切面，主角团打怪升级还兼顾成长爽剧逻辑，供应了一种打破平静绝望的、肾上腺素飙升的感官体验。女性主义东风，爽文女主开大一看便知的大女主剧定位，可贵的是还能表里如一地贯彻，顿时在“苦挂羊头卖狗肉久矣”的女性观众市场赚足好感。文慧心不是个内地观众看惯了的女性形象，正如钮祜禄甄嬛也不是，可她们走红正是因为她们有獠牙、有利爪，她们勇于跟绝对善良开战。这当然也是她们一步步爬上高位的必然代价。某种意义上，她们是反叛者，向“善良与牺牲“纠缠的传统女性形象抗争。女性力量远不止于善良。她们是离开童话城堡的公主，决心在现实的黑暗森林争得一席之地，即便难逃“屠龙者终成恶龙”的非议，但那也是她们认清了也决定要承受的代价。在成为女性之前，我们希望首先成为“人人平等”中的人。选择做事，难免弄脏衣裙，那也好过成为阁楼上的疯女人。广阔天地，大有可疯。但文姐对比飞爷、乔治，我们也能看到，女领导自然也是如出一辙的上位者作派，但即便刨掉她明显更优的能力不谈，她也仍比男性同仁多一些反思和同理心。得益于前男友阿杰的助力，文姐心底是愧疚的，但在我们看惯的男性版上位故事里，为他们添香的红袖们的跌落是自然到不值多提的。当然，基于机会成本的视角，男性的社会成就初识默认值在所有人的潜意识里、在实际的社会规则下都远超女性。但那些隐身于男权历史叙事背后的祸国妖女们，她们本该也有自己的故事可以说。除了文姐，家妍、诗情、晓薇、刘艳等一众女性角色也性情各异，在同一家公司里选择了不同的工作方式。她们选择，也为局势左右；她们前进，也被现实掣肘。而在电视里在职不了两集的唐芷瑶贡献了第一波女性观。首集文慧心不惜以直播相逼跟飞爷要人，吊足胃口，哪个观众不期待着传闻中的唐芷瑶开挂？然而她出场后一路剑走偏锋，砸车窗、跪大佬，一度让文姐陷入人设疑云；她被文姐辞退后，假醉来到男领导乔治家楼下，直言能脱能走光什么都能做，跟泼在职场女性的“躺赢”脏水要素完全一致。她却最早出局。在人咬狗的世界里，所谓女性皮囊早已不是什么特权。这也在侧面澄清，并不是所有职场女强人都必然靠出卖色相，甚至绝大多数都不是。甚至，即便在这家公司里风评骚浪贱的擦边女主播郑诗情也不是只有皮囊，她懂审时度势，在机会敲门的时候敢于放手一搏。还有 SNK 的实际控制人方太，她是财阀家族的遗孀女掌门人，也是背后真正的操盘手。仿佛在隐喻，资本游戏里更多的是上下位权力关系，与性别的相关度实在欠奉，又何来“女人就是不行”一说，可弱肉强食的世界确实太过残酷。可这些“新闻女王”们，决心主动担当自己的人生。她们要做捕手，而不是猎物。职场就是江湖，旧权力新包装在当今世界，政治体制的主流走向共和制或君主立宪制，旧有的封建帝国体制被被打碎，而职场成了离普通人最近的权力体系。有人的地方就有江湖，分蛋糕怎能不争个头破血流？遑论经济下行蛋糕缩小的当时当下。就连文姐在前十集，都因为过分恃才傲物而忽略了打工大忌，所以才有离职出走这一遭。她也才发现，离开大平台加持个人能力的砝码其实没有想象中那么称重。但也好在有独一份的工作能力加持，她醒转过来之后又重获方太欢心强势回归，像极了钮祜禄甄嬛重返紫禁城。涅槃重生的钮祜禄开挂在望，放弃幻想，准备战斗！可反观乔治大哥，就有些德不配位棋路逐渐离奇，开始纯搞职场厚黑学那一套，内政靠睡，外交靠喝，完全抛新闻专业于脑后。怎么说呢，可能也是大公司的中层管理者陷阱吧。整段垮掉预警。办公室政治确实无可避免，没有三分三又有哪个打工人敢像家妍一样站着打工；可专业能力才是职场人的傍身之本，也反而是最容易走的职场正道。比分蛋糕更重要的，理论上是做大蛋糕，奈何常常蛋糕尺寸半点不由人。方太送文姐国际象棋中的“女王”，但即便是女王，本质上仍旧只是一枚棋子。这也是打工人挣不脱的结构，唯有躬身入局，但从此便是局中人了。从这个视角看过去，爽则爽矣，又无往不在枷锁之中。可谓是，爽到深处自然悲了。张家妍：我只想做新闻，无意争山头《新闻女王》热播以来，常见网友质疑张家妍这样不站队的中立派在真实的职场生态里是否能够实现，浅谈我见。虽然只是局限于个体经验的一家之言，但直观感觉是这种提问方式扭曲了职场问题的本质——仿佛普通打工人（排除带资进组的 VIP）出勤的第一要务是站队，其次才是提供专业价值，甚至可能是最最次。或许在某些职能臃肿的大企业里，或者在某些低门槛的事务性岗位里，情况的确如此。但在《新闻女王》的设定里，新闻记者首先是专业嗅觉、职业敏感极强的工种；简单说，就是同一个事件采访会在每个记者手里玩出不同花样。而张家妍，无论在飞爷、文姐还是乔治眼里，她的工作能力都是毋庸置疑的；也就是说，她是一个不可多得的稀缺的技术专家。而稀缺和不可替代性，就是职场人的议价筹码。同理，现实中在特定的专业领域，如果专业能力非常过硬，不参与办公室政治也是有碗饭可以吃的。毕竟在抢着分蛋糕之余，总得有人负责把蛋糕做大。在企业管理领域里，P 线（技术向）和 M 线（管理向）的区分由来已久，在国内互联网大厂的崛起过程中也得以广为流传。张家妍明显就是选择了技术路线，她不站队的耿直发言，也正符合大家、包括管理层，对技术大佬人物画像的期待。因此对于职场人而言，重要的不是站队还是中立，而是要对自己的职场定位和核心竞争力做到心中有数，对在公司内“生存”（避免被裁）和“发展”（升职加薪）的条件有基本认知，以及在做到充分认知的情况下做出自己的选择和承担后果。如今价值观多元，也并不是所有人都要去吃一吃苦中苦、搏一搏人上人。做喜欢的工作、不图过多经济回报、知足常乐的打工人，也大有人在。反而，张家妍的选择，对于很多初入职场的年轻人而言反而是最小风险的最优解——老老实实夯实基础、勤勤恳恳提升专业。剧中，唐芷瑶和刘艳就给出了对比鲜明的示范样本。为了站队不惜违背新闻伦理的唐芷瑶不可谓不努力，然而两集就被辞退，留下一张 stay hungry；出场就莽撞憨傻的刘艳屡次直播翻车，暂时调岗但显见只是暂避风头归队有时，补上一句 stay stupid。大多工种，初出茅庐时为了打好基础，傻劲儿、冷板凳和苦功夫都是必须的。甚至张家妍的中立为什么那么“显眼”，正是因为她本身的专业能力足够引人注目，无论哪派势力都想争取她的支持，而很多不站队的无能草包或许早已被清洗出局。因此什么才是张家妍的立身之本，是专业还是站队，答案呼之欲出。再者，一个忽视员工培养、只会搞山头的组织是危险的，必然是跟公司的愿景和使命相违背的。如果真那样乌烟瘴气，有能者不如主动辞职换坑，毕竟君子不立于危墙之下。何况，办公室政治局势也瞬息万变，今天是东风压倒西风，明天可能就是西风压倒东风，沦为政治牺牲品的、输不起的又会是哪些人呢？如今的世道，大多数公司跟员工签订的并不是终身契约，我们的身家性命终究还是要自己负责。有什么是在职场变局之中保护职人立于不败之地的呢？有什么是能够附加在自身之上的价值不会轻易清零的呢？我想，这一点张家妍很清楚，我们遇见的那些令人尊敬的厉害前辈们也很清楚。退一万步讲，如果对团队或者派系毫无助益，堂堂“山大王”就缺你一个无名小卒的投诚书（参考唐芷瑶）吗？老社会人了，我们都要放弃幻想、保持清醒。妄想只凭站队就保一世无忧，多么像，找个长期饭票嫁了从此幸福快乐永相随，是战略上的犯懒，也是孤注一掷的豪赌。确实存在幸存者偏差，但我们又凭什么笃定，手气连“再来一瓶”都欠奉，却能在更大的赌局里成为万里挑一的欧皇？可能我们往往忽略了，那些看似凭站队起家的大佬们，他们自己背后还有什么不可替代的稀缺能力或资源？当然，运气也是其中一种。,0,0,4
1702130813-107,《新闻女王》职场版“权谋剧”，佘诗曼当女王，小看女人吃大亏,https://movie.douban.com/review/15580156/,《新闻女王》职场版“权谋剧”，佘诗曼当女王，小看女人吃大亏,《新闻女王》与其说是“宫斗剧”，不如说是一部职场版“权谋剧”。该剧描写的女性角色众多，可是她们没有一个职业女性，最终是为了讨好男人，更不会幻想着嫁给霸道总裁，而是把“找个男人嫁了吧”，当成是对自己的一种否定。佘诗曼饰演的文慧心，是电视台的“台柱子”，也是大家公认的“新闻女王”。TVB 是懂得如何塑造职业女性的，佘诗曼一出场就自带的强大气场，该剧从服装和造型上，也十分的用心，干净利落短发，配上一套职业西装，恰到好处的首饰，一眼看过去就是资深主播。如果你看“粤语版”，还能发现演员的台词功底，已经媲美专业的主播了。如果仔细去研究每个演员的服装和造型，就会发现他们每个角色的服装，都对应自己的性格特点。特别是她们同框的时候，你能感觉到这种差异化特别的明显。文慧心是女王范，徐晓薇（何依婷饰演）有点懦弱，张家妍（李施嬅饰演）富有正义感。许诗晴（高海宁饰演）的风格特点就更加明显了，她毫不掩饰自己的美貌和身材，而是把自己优势发挥到极致。她平时的穿衣风格，都是比较吸引眼球的。尽管是要去运动，穿的衣服都是粉色这类比较靓丽的颜色。该剧里的女性角色，都各有特色，人人都是自己的“大女主”。她们都在体现职业女性的魅力，虽然她们不是完美无缺的人，但是每个人都有自己的闪光点。尽管是佘诗曼演新闻女王，都不能小看剧中的任何一个女角色。文心慧有过硬的业务能力，遇事杀伐果断，善于用人和掌控全局。特别是用人这一点，她非常清楚自己想要什么人才。徐晓薇在别人眼里，可能是平平无奇，但在文心慧的手里，她就能发挥出最大的价值。徐晓薇做得最愚蠢的一件事，就是背刺文心慧。她跟梁景仁的那段时间，尽管在黄金档做节目，可她就像失了魂一样，什么事情都做不好，因为没有一个好老师引导她，她就跟无头苍蝇一样。她太心急了，总以为是文心慧压着她，后来才发现只有文慧心在真心教她。徐晓薇可不是“恋爱脑”，别的偶像剧里的“恋爱脑”，是为了谈恋爱牺牲自己。她伪装出来的“恋爱脑”，可是招招致命的“温柔刀”。她可以一边和梁景仁同床共枕，也能一边在背后“捅”梁景仁一刀。TVB 的职场戏，精彩的地方，就是不到最后，你都不知道他们，到底站在哪一边。她可不是没有能力，她能同时背刺梁景仁和文心慧，最后还能安然无恙，这就是她的本事。她虽然有点自不量力，但是好在她识时务，她总能在关键时刻调转枪口。徐晓薇看似简单，实际上只有文心慧真正能拿捏她，梁景仁就是太小看她了，所以才吃大亏。许诗晴同样是最容易被人小看的职业女性，美貌是她的优势，可优势太过明显，大家就很容易把她的成功，全归于她的美貌，从而忽略了她的业务能力。梁景仁就特别没有眼光，许诗晴其实帮了他很多，可是结果他还是觉得许诗晴只能去陪客户吃饭喝酒。剧中报道首富去世的消息，文心慧是先把机会留给徐晓薇的，可惜徐晓薇太过害怕，直接拒绝了。许诗晴则是把握住了这个机会，因为这种机会，本身就少之又少。如果是没有风险的新闻，也根本轮不到她这个级别的。许诗晴也是一个聪明人，她知道自己陷入一个困境之中，不管自己怎么努力，大家都只觉得她是“花瓶”。但是，只要她能借这次机会“一战成名”，就能让自己的事业更上一层楼。还有，她还能借这次的合作，抛弃没眼光的上司，转投文心慧的阵营。梁景仁现在没用，可是出自前任张家妍的之口。可想而知，这种话都能脱口而出，证明公司里的大部分人，都知道梁景仁现在的德行。许诗晴曾对许诗晴抱有幻想，以为自己帮他就可以上位。结果，她发现梁景仁不仅没能力，还没魄力。许诗晴的魄力，明显要强于许多人，而且她确实拥有应对各种紧急事件的能力。倘若她真能得到文心慧的提点，以后的前途不可限量。梁景仁原本也是一个有实力的主播，可他把心思都用到了溜须拍马上。唯有文心慧是真正靠实力成为“台柱子”。该剧里也确实每个女人都不能小看，原本以为方太只不过是一个继承亡夫遗产的无知富太。结果，她比文心慧还懂得用人和管理。他们公司高层基本上都是男性为主，方太扶持文心慧，让文心慧成为目前唯一的女高管，也是为了防止那些男高管抱团。但是，她也没有盲目信任文心慧，一直都在考验她的手下们，只不过刚好文心慧，总能给她惊喜，她也刚好需要一个“女王”，去替她破局，敲打一下那些男高管们。后续，方太的手段肯定不会少，她是一个聪明老板，不会真跟手下的人谈感情，最后都是为了利益。总之，该剧豆瓣评分目前高达 8.2 分，可见许多观众早苦“霸道总裁爱上我”久矣，看到《新闻女王》正如久旱逢甘霖。“职业女性”也不是穿上职业服装，就能轻松扮演。真正的职业女性，应该体现她们在职场的能力，而不是讲他们如何在职场谈恋爱。,2,0,5
1702130825-108,如果新闻女王是内地职场剧,https://movie.douban.com/review/15582361/,如果新闻女王是内地职场剧,女主角：徐晓薇。因为原生家庭，导致抑郁症。工作中磕磕绊绊，但是有女领导帮忙。被陷害，有男主角拯救。女二：张家妍。事业型女性，因为工作与男友聚少离多，男友出轨分手后才发现，工作与你，你最重要。恋爱脑上身，追夫火葬场。女三：许诗晴。花蛇人设的职场女性，女二男友出轨对象，想钓梁景仁但是未果。女四：女主角领导 Man 姐。六边形无短板职业女性。但是年纪大了，不可避免的被边缘化。差一点的再安排中年危机剧情，有一个不作为的丈夫 + 叛逆的孩子。男主角：梁景仁。和女主，女二，女反派都有粉红泡泡。同情女主，欣赏女二，和女三暧昧。,3,0,4
1702130849-109,《新闻女王》这 4 位女角色清醒到可怕，事业心“碾压”恋爱脑,https://movie.douban.com/review/15583703/,《新闻女王》这 4 位女角色清醒到可怕，事业心“碾压”恋爱脑,《新闻女王》不仅是职场部分写得很精彩，连感情戏部分也十分的别具一格。如果是看惯内地偶像剧的观众，该剧的感情观，可能会对观众造成比较大的“冲击”，不仅是视觉上的，还有情感上的。内地职场剧和偶像剧，许多观众追剧的时候，会在意什么 cp 感，甚至会因为男女之间的年龄差距过大，吐槽毫无 cp 感。或者，会直接分析到底要跟小奶狗谈恋爱，还是跟成熟的大叔结婚好。总之，这些所谓的“女强人”，都得靠多少男性追求她，来体现她的魅力。反观《新闻女王》里，佘诗曼饰演的文慧心，感情戏只是对她人设的一点辅助作用，压根不是她生活的全部，甚至是无足轻重的存在。文慧心和“小鲜肉”下属的亲热戏份，如果放在内地偶像剧里，都算是大尺度了。可是，佘诗曼的演技，就能让你觉得这一切好像都十分平常。我甚至有那么几秒钟，在猜测他们俩的关系是什么？莫非也是传说中的“姐弟恋”。下一秒我看到文慧心对着小鲜肉说，还有 5 分钟就 11 点了。大概的意思，就是他该回家了。所以说，他们并不是男女朋友关系，小鲜肉只是那种过了 11 点就该回家，不能打扰文慧心休息的存在。文慧心也不是时时刻刻都是女王状态，她也会迷茫，她也会有无助和示弱的时候。这位车房老板陈子杰，既是她的前同事，也是她的知心好友，或者说情人。他们还有一段刻骨铭心的回忆，陈子杰为了她的前途，牺牲了自己的一条腿。当年命运的十字路口，文慧心选择了事业，而不是感情。如果说文慧心是“女王”，所以有事业心很正常。那么徐晓薇（何依婷饰演）作为剧中最像“恋爱脑”的存在，同样也是事业心十足，感情对于她来说，也是一种“工具”。她最擅长用楚楚可怜的眼神来示弱，不仅骗过梁景仁，还“骗过”文慧心。她给人的感觉，就是好像没有什么心机，或者心机不足的感觉。可是，仔细想想，这种人才是最可怕的。因为你总觉得自己可以拿捏她，或者觉得她很弱。结果，她每次出招，都是命中你的要害，就连文慧心都不例外。只不过，文慧心很快就反应过来，不像梁景仁因为自大，一直被蒙在鼓里。文慧心逼迫徐晓薇，拿出自己和梁景仁的私密照来将功补过。结果，徐晓薇直接用了一招祸水东引，不仅出卖了无辜的张家妍（李施嬅饰演），还背刺自己的情人梁景仁。文慧心都对她这狠招表示肯定，不愧是“全员恶人”的设定，这放在以往的剧里，高低得给你上一堂道德课。张家妍的感情观，同样也是清醒到可怕，她在事业和爱情之间，都是毫不犹豫的选择了事业。他的律师男朋友至今还在蒙在鼓里，还以为张家妍是为了他，才没有把材料公之于众。实际上，是文心慧给按下来了，张家妍可比谁都想把真相公布出来。尽管有可能让男朋友失业，她都能狠下心来。张家妍就算是年轻的时候，都没有被“恋爱脑”占领高地。只要一发现自己的男朋友和前任还在藕断丝连，她就果断放手，结束这段感情。她只问自己想知道的，没有一哭二闹，没有拖泥带水，直接头也不回。这也是为什么梁景仁至今都很在意她，估计想要挽回点尊严。许诗晴（高海宁饰演）这个角色的感情观就更清醒了，她可不会被什么小恩小惠感动，她一直知道自己想要什么，她也清楚知道对方想要什么。她也是第一个让徐晓薇崩溃痛哭的人，因为徐晓薇这招对其他人是百试百灵，所以没想到最应该共情她的许诗晴，反而摆了她一道。许诗晴更清楚男人想要在她身上获得什么，男人把她当成“花瓶”，她就把这些男人们当成水塘的“鱼”。她的“鱼饵”也都放在自己的抽屉了，需要用的时候，就送出去一份。她什么都没有说，一切都是引导对方自己去脑补。她只需要拿到她自己想要的即可。总之，目前这部剧的 4 位女角色，不管放到哪一部职场剧了，光凭这个清醒到可怕的人设，就是大女主的存在。她们一心搞事业，从不被感情所累。她们最害怕的事情，就是被人说“找个男人嫁了”。所以说，看腻了恋爱脑大女主，不如换换口味，看看“女王”吧。,0,0,5
