comments,ratings
hard sale，十分钟就顶不住了,2
看不懂，不知道为啥评分这么高。有点装x。,2
刘三好到了现代还是宫斗那一套,2
很一般啊,2
写性骚扰有很多方式 你们选择了最低级的一种,2
佘诗曼的脸越来越长了。,2
翡翠台已经没落至此。,2
演技哪里好了，新闻行业就是好看在有理想主义和反思精神吧，一点都不想看他们为了权力内卷和宫斗啊！,2
太过了，可能配音问题，语调都很平淡。所以感觉里面的直播状况会很奇怪,2
换皮宫斗剧……贼浮夸,2
失真到了极点,2
赶着去投胎似的新闻题材剧集，快节奏是一切，为了快可以牺牲一切，牺牲故事逻辑，牺牲角色塑造，牺牲质感、摄影、台词，所有人的表演像是夜校培训班毕业的水准，以为跌宕起伏的剧情就是不断叠加矛盾，金牌主播之间的职场斗争、新闻自由与赞助商的利益冲突，没有哪个斗争不是弱智的、反人类的、经得起推敲的，好久没看港剧原来已堕落至此，给同是新闻题材的HBO《新闻编辑室》端茶倒水都不配，还把AppleTV＋平庸的《早间新闻》衬托得高不可攀，一集弃，珠灭灯熄有事烧纸💊💔🤡,2
为了抢新闻，不惜怂恿新人刘艳以身涉险，和上一集佐治让cathy潜入“思觉大叔”的家里，也算异曲同工,2
酷儿是把今年节省下来的宣传费全部砸到这部剧里来了，单看片段和台词很燃，合起来又很滑稽，有那种认真努力扮丑角的感觉,2
在佘诗曼说黄金7秒前，我已经快进了一次（问和答部分），然后记者比警察，消防，救护先到案发现场！！！有无搞错啊，tvb你这是在否定自己的过去吗，你可是拍职场剧专业户啊！,2
吃点儿好的吧,2
2.5。。主打一个drama 一见面就吵架干仗 斗来斗去 喜欢正义姐。。 虽然但是 我还是一晚上看完了十二集哈哈哈 放一个月回来看看会不会提一点分,2
当样板戏不够刻板，当职场剧不会吵架，一集缝八百个剧情桥段但底色还是tvb毫无惊喜的一套，短镜头比短视频弱智，没被拳师审判先偷着乐吧,2
矮个里面拔高罢了，一般水准，远没有吹得那么好看,2
故事剧情都很老套！感觉以前tvb职业剧，里面的人真的给人非常专业的感觉，而现在给人的感觉是在凹气场硬演专业，评论区不要看是个女主戏就不管好坏集体高朝啊！,2
故弄玄虚的背景音乐，屁大个事儿配悬疑紧张感的音乐就流弊了？都没看过《新闻编辑室》吗？改成宫斗戏评分就高了。。。。。,2
怎么现在都是宫斗权谋啊，感觉这剧营销下了本吧。,2
好悬浮,2
是上头不让拍宫斗了所以上有政策下有对策披了个职场剧的外衣卷土重来吗，佘诗曼上一部剧是无脑爽剧延禧攻略，这一部风格继续，把整个新闻行业都拖来变成你们拍爽片的工具了，真不爱看人无脑吹tvb，这剧蠢是为爽而爽的小儿科啊，甚至观感还不如延禧攻略。节奏也走向过于快的极端了，上一条线不清不楚紧接着就来下一条，整部剧像在赶场子一样，太粗糙了。其中尤其不喜欢对Cathy的塑造，很不适，大部分演员演技都很尬，他们拍这种悬浮剧情真的会忍住不笑出声吗，三集弃。,2
缝合怪,2
一集半弃，新闻工作者拍成刑侦爽剧。一个垃圾抢方向盘导致公交翻车结果全程查公交车况和金主产品问题，最后自作主张公然和公司唱反调，女主人设看不下去一点,2
我都长大了 tvb还没长大吗。。,2
49岁的马国明，演技始终如一。,2
闲着看了一下 到第八集想弃剧了 演员还可以（除了女主的徒弟） 剧情很疯  记者发现的有辐射的地方一关精神病人马上就好了 记者为了拍火灾冲进还在灭火救援的楼里然后爆炸了但他们毫发无伤 记者为了拍贼王抢劫过程去找黑帮找贼王问他们计划作案时间地点  说服抢劫犯的点竟然是配合媒体可以千古留名被拍成电影  然后不顾枪战危险拍摄  8分大家对tbv滤镜挺厚的吧,2
哪一年了还来卖港剧情怀? 差不多行了,2
很扯真的很扯，是，大陆剧大部分很烂，但是这部就很好吗？记者进火场，嫌命长啊？职场而已，夸张得过分了。,2
额倒也不至于，不是有上位鸭子吗，怎么又只拍潜规则女人？,2
下饭看 打发时间还行,2
为什么tvb的职业剧会变成这样。。。,2
都23年了还在用以前的方式做剧，全员坏人？几分钟都看不下去，全员精神病吧，台词落地是个大问题啊,2
三观奇怪，上司疯狂pua，那么香港职场真是这样，感觉不现实,2
港剧现在只有节奏不错，内容一点不能深究,2
女强人的刻板印象了属于是，令人不适，演员本身我是喜欢的,2
尬飞,2
没剧拍可以不拍,2
借着新闻的壳，本质还是撕逼内斗，目前没看到什么深度行业内幕和有价值的社会议题。除了李施桦，其他角色都比较标签化，演技也比较浮夸,2
30岁的时候偶然吃到小时候在学校门口卖的5毛钱一包的小零食，其实全是香精色素添加剂，但也骂不出来，因为味很正，而且高低是情怀。P.S.Man姐坐到这个位子，办公室政治玩得溜溜的，居然需要一个小太妹来提醒功高盖主是大忌？很多逻辑经不起细究的，看个热闹差不多了，8.2确实虚高(看了最新几集来改成两星了，不太理解做这样一部剧的意义在哪里,2
节奏太差,2
不知道是豆瓣观众对港剧宽容还是阿里在推波助澜，居然8分往上。英国专访，法国外卖，接下来太阳绕着SNK公转我也不奇怪了。,2
看了一集，作为newsroom十级学者实在忍不住了，部分情节和镜头真是一模一样啊。。。算了，跟内地比当然是先进五十年，但什么都跟垃圾比有什么意思，外壳是新闻编辑室+斯隆女士+早间新闻，可人家那些价值内里是一点没学来啊。。。,2
编剧真的了解新闻行业吗？,2
"第一集激动的不行，一口气炫八集，国产年度最佳！国产之光！职场剧就是要搞事业才对！
然而从第九集开始？这拍的什么玩意？第十集，第十一集，第十二集？国产烂俗片段，狗血爱情线疯狂加塞，各种注水剧情，逻辑混乱不堪，所有角色的人设全崩！又变成了谈恋爱的悬浮剧，这是半路换编剧了？2倍速看都嫌慢！",2
真的很老套啊喂,2
不想说TVB日薄西山什么鬼的…但着部戏传达出来的价值观我不是很认同…做新闻还是不要乱来的好。,2
港剧一贯的金钱至上现实主义反映，不是拍得不好，就是不喜欢这种居高临下的优越感和成王败寇心态。,2
无聊又油腻 还是看《新闻编辑室》洗眼吧,2
好装啊,2
佘诗曼演的有点浮夸，应该是角色自身的强大气场而不是盛气凌人，还有在重要的新闻播报时间直面观众就刀枪剑影的太儿戏了。,2
布景很假像在瓦楞纸盒子里拍的，别嚯嚯了（还是很喜欢老戏骨,2
一开始就是讲座，以为复刻《News room》，原来是宫斗，想不到TVB连新闻本质都不敢提了,2
因为网络热度+佘诗曼原因来看的剧，结果看完第一集失望透顶，剧本不扎实，导演拍摄也很无语，作为学习新闻主持的人看着实让人难受，佘诗曼的角色作为新闻主播播报新闻慢条斯理到让人想睡觉，想要秀一下主播功底却表现的毫无内容，直播过程中两主播直接对怼，这就是典型的直播事故，新闻记者打扮的花枝招展的穿着高跟鞋进事故现场，也不知道是演戏呢还是演戏呢！还有最关键的是，新闻记者比救援队还有警察消防到的还快，哈哈哈，简直是太搞笑了！怕不是一句喜剧片！,2
真的没办法看下去。风骨和气场不是装出来的。,2
如果不是the morning show，大概分还会给高点。,2
大客车翻车拍的有点假,2
无比刻意，为什么都在说好？,2
假,2
对不起曾经对《早间新闻》声音大了点,2
好久不看港剧的我觉得这部还不错，职场权斗看得还挺带劲。,2
可以说只有20%的逻辑存在，膈应,2
希望越大失望越大，港剧真的越来越没港味了，编剧太弱了。马国明真的老了，演技也没很大提升，佘诗曼演什么都是一个样，越来越端着好装,2
你们就喜欢看这种斗来斗去的东西嘛？！这种题材放在皇宫还合理，放在现代电台职场，很多剧情简直离谱，这群人包括背后大董事都一起闲得蛋疼没点正事干了是吧？整天没事找事，上班不忙嘛，在那一丁点小屁事挑事斗来斗去，没事自己制造矛盾。一顿操作猛如虎，一看工资一万五。跟有大病一样的一群人跟观众。,2
真的接受不了大女主这么会pua 剧情也很老套 评分这么高也就赢在节奏快和同行衬托吧,2
后面有够烂的，好封建的香港人。。。,2
上抖音人人都是新闻第一线,2
tvb就是这么写性骚扰的？大把被职场性骚扰的女性不敢投诉，即使鼓起勇气投诉了也大都无法得到正当处理，结果这剧大费周章铺垫两集职场性骚扰最后反转为梦女诬告，呵，看来咱hk性别平等这块儿真是太进步了，都进步到可以冲出亚洲冲出地球了吧！其他不合理drama的地方不想说了，只能说港剧没落多年不是没道理，学学隔壁tw吧,2
现代宫斗是吧🫨,2
姐 别搞了好吧 真以为新闻主播掌控一切？没有编辑写稿子怎么播？没有上头审核怎么播？直播也不可能随意发挥喔。当然，疯逼浮夸职场剧是这样的，记者比警察消防先到真不太可能,2
做作，浮夸，混乱，港剧已死,2
弃了，把新闻当做职场宫斗的工具，作为一个曾经的新闻从业者真的一秒都忍不了,2
要是国产剧已经被骂死了,2
看了五集看不下去了，并非女性友好只是单独强调个人文姐。合作有吗？没看到，对女下属的pua，害人（看谁好欺负就挑谁还都是女人扶持的是男下属）职场环境一团乱。作为代入看会爽，但没有像queenmaker的理想感，女性共同扶持。男凝情节及为男友低头的女角色多，不喜欢这样的现实感那我更想去看小说而避免电影潜移默化。,2
看的时候很上头，但静下来回想，故事情节经不起推敲，办公室斗争过于浮夸。女性角色中最喜欢许诗晴，有能力、有冒险精神、能屈能伸、身材美丽。,2
新闻的壳 宫斗的核  酸酸,2
？哪里好看？,2
不喜欢，说是职场精英，其实还是宫斗剧，不同的是宫斗剧在封建社会不去挣权可能会死，但是现代社会打个工，没底线的去砸车偷录像，去下跪，想用身体讨好前领导，搞死工作同事，互相拆台，都是让老板赚的盆满钵满，结果还被辞退过河拆桥 ，现实中在这样你死我活勾心斗角的公司里很累根本不想待啊，看着她们勾心斗角都不舒服了,2
看得出来，营销很卖力,2
对tvb滤镜有必要这么厚吗，假大空得要死,2
第一集看完没想追下去的欲望，演技都不是很在线，鞋的特写倒是很多，还有那种滤镜看得人难受，说个实话tvb 💊了,2
剧情又浮夸又假，拿宫斗剧的逻辑来拍职场剧，质感看着还很土，说让内地剧学学的就算了吧，倒也不必向下比，要学好歹学点好的,2
被好评骗进去 一言难尽,2
剪辑差，慢镜头滥用，滤镜晃眼。剧情漏洞多，配角演技差，人设割裂。,2
本来朋友介绍睇咗4集发现睇唔落去，特别是演员由细睇到大，肉眼可见老了，好出戏。仲有唔知点解好中意用慢镜头，man姐同George为咗斗而斗，同埋佘诗曼同嗰個后生嘅床戏睇到我毛管栋。而家港剧睇唔落去了，反而内地剧拣择多，有得睇。我嘅港剧情怀睇来都要停留喺12年以及14年嘅使徒行者了,2
（非常非常主观的评价）看了两集真的没太看进去，核心宫斗不假，派系斗争这么严重让我有点没看懂里面的新闻追求，香港新闻电视台一向是第一时间报道真实情况不假，但感觉这个剧拍得实在太奇怪了，又不是封建社会架子这么大吗（佘诗曼演得好不假，但是剧情真的够够的了）,2
配音出戏,2
弃了，整体都过于浮夸了，看不下去了,2
看到12集，看不下去了，越看越没有意思,2
这剧的分实在是虚高，可能是港剧长期低迷，难得一部稍微能看的。除了佘诗曼，李施樺少数几位个人表演还算不错外，乏善可陈。剧情过于离地夸张，虽说艺术来源于生活又高于生活，但也不至于分分钟把权斗摆在明面上，像极了披着西装的古惑仔，既尬又不高级；可能是资金有限，那些五毛钱的CG特效和无来由的慢镜让人不停出戏；马国明不太适合这个人设。,2
越看越莫名其妙了，内容毫无逻辑，剧情东拉西扯。,2
新闻宫斗女王，电视剧记者暖心超过了警察和医生……,2
开始就看不下去，太悬浮了，发生事情记者来的比消防都快，放现在不被骂死，还有不救人就算了还对着受害者不停的拍,2
看了一集半，嗯…看不下去了,2
浮夸,2
Man重回职场后的剧情直线下滑，感觉都没有好好在拍新闻了,2
滤镜一加就掉价，扯淡悬浮不可信,2
"很吵，咋咋呼呼的，脱离现实
第一集从卢博士站起来让大家不要拍了就很离谱，唐之遥砸车窗拿监控也无语，那个性骚扰会不会太浮夸了.....造的那些职场戏剧冲突也很弱智...给我感觉这剧在硬贴女权，想分一杯羹，但是精神内核和编剧文本能力不够
看了几集，弃了",2
中国版的迷雾？,2
从第八集开始就，这是个啥，我再看我就是狗,2
风很大，被热搜引过去看的，情节和主题围绕权斗，报好看，无收获,2
披着新闻皮的现代宫斗剧。。,2
太悬浮了，除了几句清醒语录，其他逻辑不通完全看不下去,2
我不懂 为什么每个人都对工作充满无限精力和热情啊！,2
新闻的外壳宫斗的内核，所谓的大女主剧搞权斗，差甄嬛传十条街,2
节奏很快，很刺激的爽剧，但情节不能细想,2
真的很浮夸，节奏对了，细节和剧情难以接受,2
太装b了，受不了,2
宫斗罢了,2
精彩的部分全在cut里,2
真实？公司内斗成这样，没人管？新闻理想在哪里？笑死,2
编剧把我骗进来吃屎？,2
都说好看，看到八集。已弃。,2
給主演吧,2
不理解…,2
高开低走，后面越来越离谱,2
什么叫虚构什么叫不符合逻辑。,2
TVB拍啥都是宫斗戏那个味儿，格局太小,2
两星给努力的演员们，剧本太烂了,2
新闻事实方面完全没逻辑，就剩点职场小心思。,2
高开低低低低低低走。。。“名声对一个女人很重要”。。。呃。。。“贞洁对一个女人来说是很重要的”。。。。呃呃呃。。。创亖我吧。。。。。。把i事业骗进来杀真有你们的。。。。。。低情商：好土啊。。。高情商：有一种二十年前的美🌹//原来们hk2023还在随夫姓😨😨😨😨😨尊嘟假嘟吓亖人了,2
感觉在看香港破案剧,2
有点虚高 后面的演技和剧情不如开头两集,2
浮夸之极，外在的职场宫斗的内核，来来回回上位、名和利，几十集都是一个模式。,2
尬住了……,2
看到细高跟慢动作登场就已经绷不住了…………,2
披着职业剧皮的宫斗剧，主播真的没有这么大的能耐，当职业剧看就算了，tvb真的回不去了,2
爽剧，太假,2
这就是宫斗剧吧,2
节奏很快，但看到车起火记者比消防员来得还快时……,2
新闻编辑室但是编剧从艾伦索金换成了郭敬明,2
新闻行业哪有这么精致啊，服化太不用心了，拍的很做作,2
有自己的思考并不难，失去了道德和良心，再努力再奋斗的记者也不应得到宣扬！,2
悬浮…,2
12集看完打的分，对女性的恶意太大了吧😡😡😡,2
抖音汇集剧……,2
看了几集，我之前看的迷雾，这个还是差太远了，佘诗曼的脸和气场略逊色，营销打过于内容,2
看了第一集感觉每个人都好装，想各扇一巴掌。。。,2
再给我在新闻现场各种慢镜头、特写、高跟鞋试试！！,2
高开低走！最近更新的几集真的很难看！,2
不好看，佘在剧里面演的有点装，故意拿范的感觉。其他演员演技已经无法用言语表达了。说话口型也对不上，配音配的一副每一集都是要打架的感觉。剧情也很一般,2
也就那样吧，名过其实了,2
剧情在不断的反转中慢慢铺开。不知是否是没有感情线的问题，感觉人物角色定位比较混乱，好像是既想让她没底线又想让她有人性，因此把一些矛盾的对话和事情不加选择地加在一个人身上。剧中报道的新闻服务于势力间的斗争，往往要么虎头蛇尾要么脑洞大开。两颗星是给演员的演技的。,2
网上铺天盖地的宣传，看了几集，看不下去了。觉得有以下几个问题，1.里面很多情节相当不符合常理（实习生去火场录视频，没有做任何防护，居然没被呛坏？……）2.女主光环太大了，佘诗曼这个女强人人设太完美了，几乎没有一点缺点，在真实世界里，我真是很难苟同。。不过有一点。整个剧情节奏很紧凑，看得比较得劲。但是我最终还是弃剧了……,2
目前看是爽文节奏 无脑看还行 bug太多了很粗糙的戏,2
我惊了 这么浮夸的剧 为什么评分这么高 看三集实在看不下了 镜头语言真的夸张死了啊……,2
至EP14（60%…老天爷…就算你是爽剧也不能不讲逻辑吧……打分8+？开什么玩笑……内娱的以爱把记者塑造的攀权附贵…这部的记者又总是妨碍公务…都一样烂…还要拉踩…服了…（被伤害的只有【真正】兢兢业业在岗记者……,2
剧情设置又假又离谱，演员演技真的很刻意，而且现在的港剧是怎么做到能把画面镜头滤镜场景服装都弄的那么老土的啊,2
看了五集，这也太drama了，不止是电视台内部那些事drama，新闻本身也很drama，一个狂躁老头怎么瞬间就清醒了。。。,2
低配日剧 侧面反映港企也不太行,2
啥都不说了，怀念以前的tvb，多一星是给阿佘的,2
笑死了，小混混无理取闹还抢司机方向盘是直接导致事故发生的原因，没人在意，全程查这个，查那个，还把司机以危险驾驶罪捉了起来，采访时... 展开,2
勉勉强强可看，，比较想劝George找个男的嫁了😅😅😅,2
weak,2
一集即弃 被小红书泼天的好评骗来的 正好接着信号 看得尴尬症都要犯了 慢镜头毫无意义 阿佘这个角色多了没必要的故弄玄虚感 女配呢 除了李施嬅基本喜欢不来 以及从金宵大厦到新闻女王 香港找不到一个有演技的小朋友了吗 很失望 只能说这类型题材还是得看韩剧,2
期望越大失望越大已弃,2
因为阿佘看的，马明和高ling这部戏状态不佳啊。目前戏份看来只有阿佘一个人合格。戏里电视台内斗更像tvb早期内斗，4派大乱斗剩2派，现在也没落囖。编剧和以前tvb的职业剧比真的差好多，职场剧停在十几年前。,2
不能因为比国产剧好就能说这部剧好，就如同你比屎好但不能证明你是钻石。,2
无聊 感觉好夸张 人物之间的矛盾塑造的好刻意好浮夸演的好假,2
记者比消防和警察先到车祸现场就离谱,2
看了四集，就，很一般，主要是我也不看国产剧《以爱为营》，并且我还是认为不能比烂，做个新闻斗过去斗过来好无聊。,2
这是哪请的sj打的分吗。。。。。。。。,2
服化道很精致，剧本很拉。伤者等着记者来才走出巴士？？？记者抗着一堆装备走还比警察先到？,2
流水线作业,2
看了微博很多营销号推荐去看了，很失望，演的跟抓马，剧情也很悬浮，属于无脑爽剧的类型，不得不说，港剧真的没落了,2
这个案件的逻辑微乎其微，但凡上过两天班的都知道，整天只知道鹬蚌相争渔人得利的上司用整个公司利益去玩，会下岗的啦……佘诗曼真的厉害，一人carry全厂,2
好无语😑,2
演技好浮夸，老是邪魅一笑干什么…喜欢许诗晴！,2
简直就是脑残剧，除了智障和极端女权主义的根本就拍不出这种中二剧情，评分这麽高，一群脑残和奸商,2
不好看,2
乱七八糟  要不是我在行业内 我都信了,2
非常典型的批着女性主义外皮的现代版宫斗爽剧,2
香港人的眼界呀，拍个宫斗都能扯这么淡，争个鸡毛蒜皮的事不知道的人还以为是竞选漂亮国总统呢。   矫情之所以可怕，原因是它平庸却偏要冒充独特,2
tvb剧现在不再时髦了，剧情甚至显得粗制滥造了😂,2
这叫啥职场剧啊？？也太dramatize，港味太足了，就是披着职场剧的外皮的廉价宫斗剧嘛，相反韩国职场剧才是真格的，i don't  buy it～,2
都什么年代了，信息化时代了，还去拍这种抢头条的电视直播，佘斯曼脸部太僵硬了,2
这就是2023年的现代版的职场宫斗剧吗？,2
这也不好看啊，什么时候用名句来说一个剧牛了,2
引用环保少女的话？！原本4星，现在只能2星。,2
"不喜欢看。
但看了一下评论区，牛逼，现在TVB真是骂不得",2
被网宣骗进来看了几集 完全不如预想 蛮失望的。一方面是女主气场好装 过头了 一方面是做新闻但剧情有点悬浮 比如车祸那期媒体比消防医护还早到那么多…不过最重要的是虽然每集的片头都有给「新闻」做定义上价值 但剧里面扯头花占比远高于新闻本身。,2
真的没人吐槽马国明那一脸一脖子的大褶子吗？他的吻戏真有种当年张铁林强吻小桃红的即视感……🤮,2
如果说是和今年其他港剧比那确实算不错的了。很明显看的出来TVB想靠这部剧下半年翻盘，营销简直买的飞起，而且各种软文捧踩的统一话术有种填鸭的感觉，有点反感,2
一集弃剧，凹造型看不了一点。,2
还没到尾呢吧，中间就开始烂了,2
不是特别好看，很多剧情都没有逻辑，看的很难受，非常不舒服。,2
“贞洁对女人来说是很重要的”，滚，谁稀罕,2
看了两集，记者当成警察？什么鬼剧本,2
以为看了个好剧，没想到是拉了坨大的,2
真的非常假高级 没有逻辑和正常的职场关系 反派都是为了坏而坏 剧情为了爽而爽  公司里叫什么文家军真的很好笑。。。,2
慕名去看，只坚持了一集，挺假的，可能我不是港剧受众吧。,2
"螺丝壳里做道场，还是非常尴尬的那种。
对新闻的表现甚至远不如国际桥牌社第一季打边鼓的内容",2
不是我的菜,2
前几集挺好看的，第八集开始画风变得奇怪，新闻主播不做新闻，几个同事斗来斗去，太无聊了，职场不像职场宫斗不像宫斗，不伦不类。,2
和几年前一样的装,2
前面七八集都还算看得起劲，后面越来越不理解人物动机，毕竟宫心计金枝玉孽等不斗就死，新闻直播间这样实在让人很难沉浸。但主要问题还是十几集开始的新闻案件拍得太草率了，几个主要人物人设开始跑偏，我都不理解她们为啥要这样，弃剧。,2
tvb近些年的职场剧同以前的差别就是，从“精英感”到“扮精英”,3
看了六集的感觉：新闻的壳 宫斗的核,3
"“文家军”听起来像快手老铁们的组织我笑死了！
有早期TVB那味儿了，剧情又drama又欲罢不能。整个电视台的人都疯疯癫癫的，像极了我上班时的精神状态。笑死。",3
多加一个⭐给佘诗曼吧，她好歹做到了开头黄金七秒钟，然后公车戏就开始乱套了，人们就是再八卦也不会所有人齐刷刷用手机拍的，何况在捣乱的人没有武器以及其他人生命又有危险的情况下，肯定就有人阻止了。警察们到的比记者慢多了，不带任何防护，而且你警车开的近点不好么？非得四个一排跑着去，现场着火了这个事不应该交给消防队么？而且人家消防队比记者快已经到了。新人比起前辈们，演技差太多了。,3
tvb嘛，拍什么都是办公室政治那一套，本质上和《金枝欲孽》一样。要论描写新闻从业者，《新闻编辑室》才是高山一座，本片第一集从分享会开始，就模仿了《新闻编辑室》第一季第一集的开头；圆形办公大厅布局也是；电视台的管理层级也是，最扯的就是这个，你们香港新闻节目甚至都不是主持人核心制你连这都抄。。。我倒想知道哪个电视台是让日班主播去跑外勤当记者的，哪个日班主播是在黄金档主播手下当小妹的，就离谱。。。女主的人物设定和造型也幻视《迷雾》的金南珠。。。,3
"看了十分钟：哇好帅好酷节奏好快好过瘾
十分钟后：谁每天在这逼折寿公司上班真是倒了八辈子大霉",3
追平到7集，同意有个评论说的，tvb以前跟现在的区别是从精英感 到 扮精英……,3
佘女王真是气场全开，但是，就像有个评论里写的，没有半点港剧神韵，每个人的阴谋诡计真的都靠嘴说，没有半点迂回，不叫观众费一点脑子…全没有经典港剧里的港女风范，就是香港人演的抖音热搜剧…杂糅了美剧的题材架构，韩国爽剧的运镜，价值观部分，是投内娱所好，精算出来的…全是阳谋，权斗生怕你看不懂，全放在明面上，太不写实了,3
好剧靠衬托。碰到过文慧心这种上司，剧里看着爽，实际无比恶心,3
看了6集也没看出晓薇有啥能力让mann姐这么carry,3
说什么展现极致的新闻… 但不都是靠手下小姑娘上刀山下火海拿到的素材才力挽狂澜吗… 除了卡掉提词器还能依靠新闻记忆背出近几年新闻以外，其他看不到任何在专业上压倒对方的地方，看到的反而是无止境的内斗技能,3
和tvb经典表现女性职场剧还是有差，这部的大女主剧架势做足了，但内核感觉有些空空,3
女主在出场的那一刻就疯狂堆砌她的光环，人设好悬浮。,3
到底好看在哪里，我很困惑,3
可以佐餐，真的是下了大手筆了買了那麼多營銷,3
飞哥给女主和佐治画，他俩再给两个得力助手画，助手再给下面的小弟画，这一层层大饼和pua看得我都心累，钱还都被方太赚了去，这工还得是你们打，我要躺平!,3
全程只想看佘诗曼出场笑傲群雄。,3
开头不错，越到后面就很无聊，弃了,3
对比近几年的剧，还是能看的进去的，也多亏同行衬托了，属实矮子里面拔高个儿,3
比较少的新闻题材，对于媒体通过不同角度来报道甚至影响社会事件的部分还算有点深度，但是专业有余，撕逼过度；全程高密度、高强度的怼脸撕逼实在影响作为职业剧的专业度，还是香港职场就是如此戏剧化呢？看至十五集，主角们背后的家庭狗血戏份开始增多，职场政治化、权斗化的愈演愈烈，已经与专业性毫无关系，依旧是港台剧“擅长”的撕逼一套；十五集弃,3
香港职场剧/宫斗剧，拿的其实是男频党争的剧本。佘诗曼这个角色，实在是太男频小说了。别人都不行，只有我行，别人都拿不下，只有我能拿下。这不是职场剧，或者说这不是贴近现实的职场剧，这就是玄幻小说。如果是内地剧这么拍，观众还会这么接纳吗？我持怀疑态度。,3
你们为什么这么爱上班 本咸鱼没代入感,3
作为一个新闻传媒毕业的学生很想说，我们是新闻人，不是贱人,3
食之无味弃之可惜，抓马比探讨新闻更重要，难得的新闻机构内部题材，却被“宫斗”占据，新闻的真实性和原则性或者其本身的探讨仅仅作为边角料。男女关系复杂，互相卧底，真的是为了反转而反转，为了爽而夸大。但是唯一的中立方却是这部剧的亮点，俩方权力斗争中的一点良心，真正关心新闻的一方，虽然是被边缘化，但是也体现出这部剧至少是想集齐多方视角，还是有一点抓马外的良心。中间性骚扰部分太拖沓，这部分真的劝退，也不爽也不够有现实意义，完全的水时长。#优酷,3
希望不要烂尾 值得大力推荐 多方面的剧情都很好 新闻价值 办公室斗争 ...,3
特供剧。讲新闻又碰不了新闻最重要的内容，尤其再看看近年有线、rthk这些电视台发生了什么，就很搞笑。本来从morning show抄来的模版，还把me too的部分写成这样，更搞笑了。倒可以无脑磕cp，但也只有高ling才接得住阿佘的戏,3
在这个逼公司做工真是倒了八辈子血霉,3
这部剧最厉害的地方就是有的剧情明明很扯，但还是很好奇下面会怎么演。女王举白旗很突兀，好像在告诉人们做事得有底线，知道规矩等等，但又同时在否定它，很矛盾。看到第十七集，真是神仙打架不知疲倦，里面的人都太聪明了，聪明过头，不知算计到头会是什么。盲猜最后是三人联合。,3
"不在意剧情故事的人会对这个电视剧在意？？？
 漏洞其实挺多的，总比大陆剧强太多",3
做新闻女王确实爽，打脸同事，绝地翻盘。可惜我带入的是被pua，被利用，被推出去当棋子的打工人。,3
剧情不无聊就是挺扯的，人物都很脸谱化，而且感觉TVB捧不出好新人了，都演得有点丑。为了佘诗曼看的，看了又想看使徒行者了,3
粤语好好听啊，台词有的说的很棒，但整部剧给人感觉就是空有外表，内核却空空，滤镜加的太白，还是喜欢以前TVB剧不加滤镜真实的质感，还是以前的剧经典耐看,3
看得真累 斗来斗去 跟宫斗似的 斗来斗去无不无聊,3
emmmmmmm……看佘诗曼大女主倒也还行，就是爆点不多……而且跟宫斗剧有啥区别啊？越到后面越没啥记者的专业展现！,3
拍挺好的，女强人当然是自己变强，并不像某些通过贬低异性抬高自己的人。,3
看了三集还是四，不看了，就是觉得没啥意思。这部剧像一个人，偶尔能说出来漂亮的话，有道理，有借鉴意义的话，但整个让人感觉没意思，内核不稳，相处还累，真的一般。各花入各眼。,3
类似披着职场外衣的宫斗剧，tvb确实大不如前了……,3
吹过了,3
开头一下子就让人想到The News Room。剧情什么的就不说了，夸夸阿佘，当初她可是被群嘲鸡仔声的，没想到一朝回归TVB演起了女主播还吊打剧内一切演员。,3
不能说难看，但就是和大台以往的自己比，也已经是太旧太旧的创作了。,3
"“工作和男人哪个重要？”答案是都不重要，摆烂最重要
他们都没有业余爱好的吗，这么卖力工作这么给资本家卖命？到年纪都得退休何必呢……",3
剧情很浮夸，但是真的好看！穿搭都好好看,3
“延禧宫略”,3
前几集节奏非常快，职场宫斗一转再转，非常抓人，故事也很drama，让人很有代入感，尤其编剧还讽刺了山头文化，感觉果然是TVB的编剧，对自家情况最是了解啊。。。目前觉得蛮好看的，演员阵容也算是近年来最强了吧。。虽然不喜欢佘诗曼的官配，但凑合吧，背景哥都拿过水视帝了又能怎样。。。,3
看到15集了！我顶唔住了！,3
节奏很快 希望不要烂尾,3
"非职业剧而是职斗剧，如果真的想看下去，就不要用脑看新闻制作，而是把关注点多放在几个人的宫斗（职斗）上，TVB一向写不了大场面，但从小看人与人之间的关系还是很精彩的。另外，佘诗曼演得有点用力过猛，莫名的微笑很尴尬~。整体1.25倍速看还行，还得补一句，少点慢镜头吧没必要。

13集后弃剧",3
追到更新，估计会看完吧，一般般吧，能看算是，除了女主，对手能力都不行，这就很难讲了，,3
三星中立，只觉得这剧的节奏很不错。,3
全靠阿佘撑戏眼，噱头大于剧情。,3
上班上得都不要命了..........月薪五万以上除外,3
前几集老tvb风是不错，但后面根本撑不住，2023年了，用1993年的做剧套路是不行的。对比同样讲新闻女主播的两代韩剧《夏娃的诱惑》和《迷雾》，简直是被比到了地下去。,3
